"Probe","gene","FBgn ID","stage/tissue","term"
"SD05886","CG11526","FBcl0277183","stage 10-17","Zygotic"
"SD07604","CG3056","FBcl0279726","","Annotated by Ronit"
"SD07604","CG3056","FBcl0279726","stage 1-3","Weak expression (>41ms exp)"
"SD07604","CG3056","FBcl0279726","stage 1-3","Stage 1-3"
"SD07604","CG3056","FBcl0279726","stage 1-3","Maternal"
"SD07604","CG3056","FBcl0279726","stage 1-3","Expressed"
"SD07604","CG3056","FBcl0279726","stage 1-3","Ubiquitous"
"SD07604","CG3056","FBcl0279726","stage 4-5","Subcellular localization patterns"
"SD07604","CG3056","FBcl0279726","stage 4-5","Degraded"
"SD07604","CG3056","FBcl0279726","stage 4-5","Stage 4-5"
"SD07604","CG3056","FBcl0279726","stage 4-5","Expressed"
"SD07604","CG3056","FBcl0279726","stage 4-5","Maternal"
"SD07604","CG3056","FBcl0279726","stage 4-5","Weak expression (>41ms exp)"
"SD07604","CG3056","FBcl0279726","stage 4-5","Embryonic localization patterns"
"SD07604","CG3056","FBcl0279726","stage 4-5","Localized"
"SD07604","CG3056","FBcl0279726","stage 4-5","Pole cell localization"
"SD07604","CG3056","FBcl0279726","stage 4-5","Pole cell enrichment"
"SD07604","CG3056","FBcl0279726","stage 4-5","Degraded partially stage 4"
"SD07604","CG3056","FBcl0279726","stage 4-5","Degraded partially stage 5"
"SD07604","CG3056","FBcl0279726","stage 4-5","Degradation maternal transcripts"
"SD07604","CG3056","FBcl0279726","stage 4-5","Cytoplasmic foci"
"SD07604","CG3056","FBcl0279726","stage 6-7","Zygotic starting stage 6"
"SD07604","CG3056","FBcl0279726","stage 6-7","Random blastoderm nuclei"
"SD07604","CG3056","FBcl0279726","stage 6-7","Stage 6-7"
"SD07604","CG3056","FBcl0279726","stage 6-7","Anterior blastoderm nuclei"
"SD07604","CG3056","FBcl0279726","stage 6-7","Degraded partially stage 6"
"SD07604","CG3056","FBcl0279726","stage 6-7","Degraded"
"SD07604","CG3056","FBcl0279726","stage 6-7","Degradation maternal transcripts"
"SD07604","CG3056","FBcl0279726","stage 6-7","Expressed"
"SD07604","CG3056","FBcl0279726","stage 6-7","Subset blastoderm nuclei"
"SD07604","CG3056","FBcl0279726","stage 6-7","Blastoderm nuclei"
"SD07604","CG3056","FBcl0279726","stage 6-7","Zygotic"
"SD07604","CG3056","FBcl0279726","stage 8-9","Zygotic"
"SD07604","CG3056","FBcl0279726","stage 8-9","Blastoderm nuclei"
"SD07604","CG3056","FBcl0279726","stage 8-9","Expressed"
"SD07604","CG3056","FBcl0279726","stage 8-9","Stage 8-9"
"SD07604","CG3056","FBcl0279726","stage 8-9","Subset blastoderm nuclei"
"SD07604","CG3056","FBcl0279726","stage 8-9","Anterior blastoderm nuclei"
"SD07604","CG3056","FBcl0279726","stage 8-9","Weak expression (>41ms exp)"
"SD07604","CG3056","FBcl0279726","stage 10-17","Blastoderm nuclei"
"SD07604","CG3056","FBcl0279726","stage 10-17","Stage 10-17"
"SD07604","CG3056","FBcl0279726","stage 10-17","Zygotic"
"SD07604","CG3056","FBcl0279726","stage 10-17","Expressed"
"SD07604","CG3056","FBcl0279726","stage 10-17","Fat body"
"SD07604","CG3056","FBcl0279726","stage 10-17","Hindgut"
"SD07604","CG3056","FBcl0279726","stage 10-17","Midgut"
"SD07396","CG6016","FBcl0280025","","Annotated by Ronit"
"SD07396","CG6016","FBcl0280025","stage 1-3","Non-Expressed"
"SD07396","CG6016","FBcl0280025","stage 1-3","Stage 1-3"
"SD07396","CG6016","FBcl0280025","stage 4-5","Non-Expressed"
"SD07396","CG6016","FBcl0280025","stage 4-5","Stage 4-5"
"SD07396","CG6016","FBcl0280025","stage 6-7","Stage 6-7"
"SD07396","CG6016","FBcl0280025","stage 6-7","Non-Expressed"
"SD07396","CG6016","FBcl0280025","stage 8-9","Stage 8-9"
"SD07396","CG6016","FBcl0280025","stage 8-9","Non-Expressed"
"SD07396","CG6016","FBcl0280025","stage 10-17","Non-Expressed"
"SD07396","CG6016","FBcl0280025","stage 10-17","Stage 10-17"
"SD05642","CG7161","FBcl0289647","","Annotated by Ronit"
"SD05642","CG7161","FBcl0289647","stage 1-3","Non-Expressed"
"SD05642","CG7161","FBcl0289647","stage 1-3","Stage 1-3"
"SD05642","CG7161","FBcl0289647","stage 4-5","Stage 4-5"
"SD05642","CG7161","FBcl0289647","stage 4-5","Non-Expressed"
"SD05642","CG7161","FBcl0289647","stage 6-7","Stage 6-7"
"SD05642","CG7161","FBcl0289647","stage 6-7","Non-Expressed"
"SD05642","CG7161","FBcl0289647","stage 8-9","Stage 8-9"
"SD05642","CG7161","FBcl0289647","stage 8-9","Non-Expressed"
"SD05642","CG7161","FBcl0289647","stage 10-17","Stage 10-17"
"SD05642","CG7161","FBcl0289647","stage 10-17","Non-Expressed"
"SD04493","CG17230 (SD04493)","FBcl0288687","","Annotated by Ronit"
"SD04493","CG17230 (SD04493)","FBcl0288687","stage 1-3","Non-Expressed"
"SD04493","CG17230 (SD04493)","FBcl0288687","stage 1-3","Stage 1-3"
"SD04493","CG17230 (SD04493)","FBcl0288687","stage 4-5","Non-Expressed"
"SD04493","CG17230 (SD04493)","FBcl0288687","stage 4-5","Stage 4-5"
"SD04493","CG17230 (SD04493)","FBcl0288687","stage 6-7","Stage 6-7"
"SD04493","CG17230 (SD04493)","FBcl0288687","stage 6-7","Non-Expressed"
"SD04493","CG17230 (SD04493)","FBcl0288687","stage 8-9","Non-Expressed"
"SD04493","CG17230 (SD04493)","FBcl0288687","stage 8-9","Stage 8-9"
"SD04493","CG17230 (SD04493)","FBcl0288687","stage 10-17","Non-Expressed"
"SD04493","CG17230 (SD04493)","FBcl0288687","stage 10-17","Stage 10-17"
"SD08659","trio (SD08659)","FBcl0285356","","Annotated by Ronit"
"SD08659","trio (SD08659)","FBcl0285356","","Annotated by Eric"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Expressed"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Cytoplasmic foci"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Localized"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Weak expression (>41ms exp)"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Cell division apparatus"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Stage 1-3"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Embryonic localization patterns"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Maternal"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Subcellular localization patterns"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Other cell division pattern"
"SD08659","trio (SD08659)","FBcl0285356","stage 1-3","Yolk plasm localization"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Embryonic localization patterns"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Cell division apparatus"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Cytoplasmic foci"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Apical localization"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Stage 4-5"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Expressed"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Other cell division pattern"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Discrete apical foci"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Localized"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Maternal"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Weak expression (>41ms exp)"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Subcellular localization patterns"
"SD08659","trio (SD08659)","FBcl0285356","stage 4-5","Apical enrichment"
"SD08659","trio (SD08659)","FBcl0285356","stage 6-7","Ubiquitous"
"SD08659","trio (SD08659)","FBcl0285356","stage 6-7","Expressed"
"SD08659","trio (SD08659)","FBcl0285356","stage 6-7","Weak expression (>41ms exp)"
"SD08659","trio (SD08659)","FBcl0285356","stage 6-7","Stage 6-7"
"SD08659","trio (SD08659)","FBcl0285356","stage 8-9","Ubiquitous"
"SD08659","trio (SD08659)","FBcl0285356","stage 8-9","Localized"
"SD08659","trio (SD08659)","FBcl0285356","stage 8-9","Stage 8-9"
"SD08659","trio (SD08659)","FBcl0285356","stage 8-9","Subcellular localization patterns"
"SD08659","trio (SD08659)","FBcl0285356","stage 8-9","Weak expression (>41ms exp)"
"SD08659","trio (SD08659)","FBcl0285356","stage 8-9","Expressed"
"SD08659","trio (SD08659)","FBcl0285356","stage 10-17","Stage 10-17"
"SD08659","trio (SD08659)","FBcl0285356","stage 10-17","Expressed"
"SD08659","trio (SD08659)","FBcl0285356","stage 10-17","Ubiquitous"
"SD07683","diver{}1372","FBcl0281604","","Annotated by Ronit"
"SD07683","diver{}1372","FBcl0281604","stage 1-3","Weak expression (>41ms exp)"
"SD07683","diver{}1372","FBcl0281604","stage 1-3","Maternal"
"SD07683","diver{}1372","FBcl0281604","stage 1-3","Expressed"
"SD07683","diver{}1372","FBcl0281604","stage 1-3","Stage 1-3"
"SD07683","diver{}1372","FBcl0281604","stage 1-3","Ubiquitous"
"SD07683","diver{}1372","FBcl0281604","stage 4-5","Degraded completely stage 4"
"SD07683","diver{}1372","FBcl0281604","stage 4-5","Degradation maternal transcripts"
"SD07683","diver{}1372","FBcl0281604","stage 4-5","Non-Expressed"
"SD07683","diver{}1372","FBcl0281604","stage 4-5","Stage 4-5"
"SD07683","diver{}1372","FBcl0281604","stage 4-5","Degraded"
"SD07683","diver{}1372","FBcl0281604","stage 6-7","Stage 6-7"
"SD07683","diver{}1372","FBcl0281604","stage 6-7","Non-Expressed"
"SD07683","diver{}1372","FBcl0281604","stage 8-9","Stage 8-9"
"SD07683","diver{}1372","FBcl0281604","stage 8-9","Non-Expressed"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Small Foci in ectoderm"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Small Foci in foregut"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Small Foci in hindgut"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Small Foci in muscle cells"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Small Foci in tracheal cells"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Zygotic"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Expressed"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Subcellular localization patterns"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Blastoderm nuclei"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Ectoderm"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Stage 10-17"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Localized"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Muscles-embryo"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Pharynx"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Posterior spiracles"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Proventriculus"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Foregut"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Hindgut"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Salivary glands"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Segmented pattern"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Tracheal system"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Small Foci"
"SD07683","diver{}1372","FBcl0281604","stage 10-17","Foci"
"SD07020","CG33100","FBcl0285880","","Annotated by Zhantao"
"SD06791","O-fut1","FBcl0290128","stage 1-3","Stage 1-3"
"SD06791","O-fut1","FBcl0290128","stage 1-3","Non-Expressed"
"SD06791","O-fut1","FBcl0290128","stage 4-5","Stage 4-5"
"SD06791","O-fut1","FBcl0290128","stage 4-5","Non-Expressed"
"SD06791","O-fut1","FBcl0290128","stage 6-7","Stage 6-7"
"SD06791","O-fut1","FBcl0290128","stage 6-7","Non-Expressed"
"SD06791","O-fut1","FBcl0290128","stage 8-9","Non-Expressed"
"SD06791","O-fut1","FBcl0290128","stage 8-9","Stage 8-9"
"SD06791","O-fut1","FBcl0290128","stage 10-17","Non-Expressed"
"SD06791","O-fut1","FBcl0290128","stage 10-17","Stage 10-17"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 1-3","Ubiquitous"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 1-3","Expressed"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 1-3","Maternal"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 1-3","Weak expression (>41ms exp)"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 1-3","Stage 1-3"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 4-5","Degraded completely stage 4"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 4-5","Non-Expressed"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 4-5","Stage 4-5"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 4-5","Degradation maternal transcripts"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 4-5","Degraded"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 6-7","Non-Expressed"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 6-7","Stage 6-7"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 8-9","Non-Expressed"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 8-9","Stage 8-9"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 10-17","Stage 10-17"
"SD06635","CG10962 (SD06635)","FBcl0280033","stage 10-17","Non-Expressed"
"SD05240","CG5780","FBcl0291356","stage 1-3","Ubiquitous"
"SD05240","CG5780","FBcl0291356","stage 1-3","Weak expression (>41ms exp)"
"SD05240","CG5780","FBcl0291356","stage 1-3","Maternal"
"SD05240","CG5780","FBcl0291356","stage 1-3","Expressed"
"SD05240","CG5780","FBcl0291356","stage 1-3","Stage 1-3"
"SD05240","CG5780","FBcl0291356","stage 4-5","Localized"
"SD05240","CG5780","FBcl0291356","stage 4-5","Maternal"
"SD05240","CG5780","FBcl0291356","stage 4-5","Embryonic localization patterns"
"SD05240","CG5780","FBcl0291356","stage 4-5","Weak expression (>41ms exp)"
"SD05240","CG5780","FBcl0291356","stage 4-5","Expressed"
"SD05240","CG5780","FBcl0291356","stage 4-5","Stage 4-5"
"SD05240","CG5780","FBcl0291356","stage 4-5","Exclusionary patterns"
"SD05240","CG5780","FBcl0291356","stage 4-5","Pole cell exclusion"
"SD05240","CG5780","FBcl0291356","stage 4-5","Subcellular localization patterns"
"SD05240","CG5780","FBcl0291356","stage 8-9","Ubiquitous"
"SD05240","CG5780","FBcl0291356","stage 8-9","Expressed"
"SD05240","CG5780","FBcl0291356","stage 8-9","Stage 8-9"
"SD05240","CG5780","FBcl0291356","stage 8-9","Weak expression (>41ms exp)"
"SD05240","CG5780","FBcl0291356","stage 10-17","Ubiquitous"
"SD05240","CG5780","FBcl0291356","stage 10-17","Stage 10-17"
"SD05240","CG5780","FBcl0291356","stage 10-17","Expressed"
"SD05212","RhoL","FBcl0280930","","Annotated by Ronit"
"SD05212","RhoL","FBcl0280930","stage 1-3","Weak expression (>41ms exp)"
"SD05212","RhoL","FBcl0280930","stage 1-3","Stage 1-3"
"SD05212","RhoL","FBcl0280930","stage 1-3","Maternal"
"SD05212","RhoL","FBcl0280930","stage 1-3","Expressed"
"SD05212","RhoL","FBcl0280930","stage 1-3","Ubiquitous"
"SD05212","RhoL","FBcl0280930","stage 4-5","Subcellular localization patterns"
"SD05212","RhoL","FBcl0280930","stage 4-5","Pole cell exclusion"
"SD05212","RhoL","FBcl0280930","stage 4-5","Exclusionary patterns"
"SD05212","RhoL","FBcl0280930","stage 4-5","Stage 4-5"
"SD05212","RhoL","FBcl0280930","stage 4-5","Expressed"
"SD05212","RhoL","FBcl0280930","stage 4-5","Weak expression (>41ms exp)"
"SD05212","RhoL","FBcl0280930","stage 4-5","Localized"
"SD05212","RhoL","FBcl0280930","stage 4-5","Embryonic localization patterns"
"SD05212","RhoL","FBcl0280930","stage 4-5","Maternal"
"SD05212","RhoL","FBcl0280930","stage 6-7","Zygotic starting stage 6"
"SD05212","RhoL","FBcl0280930","stage 6-7","Apical exclusion"
"SD05212","RhoL","FBcl0280930","stage 6-7","Weak expression (>41ms exp)"
"SD05212","RhoL","FBcl0280930","stage 6-7","Anterior blastoderm nuclei"
"SD05212","RhoL","FBcl0280930","stage 6-7","Stage 6-7"
"SD05212","RhoL","FBcl0280930","stage 6-7","Subcellular localization patterns"
"SD05212","RhoL","FBcl0280930","stage 6-7","Cytoplasmic foci"
"SD05212","RhoL","FBcl0280930","stage 6-7","Embryonic localization patterns"
"SD05212","RhoL","FBcl0280930","stage 6-7","Perinuclear subset of nuclei"
"SD05212","RhoL","FBcl0280930","stage 6-7","Localized"
"SD05212","RhoL","FBcl0280930","stage 6-7","Perinuclear localization"
"SD05212","RhoL","FBcl0280930","stage 6-7","Perinuclear around blastoderm nuclei"
"SD05212","RhoL","FBcl0280930","stage 6-7","Nuclei-associated localization"
"SD05212","RhoL","FBcl0280930","stage 6-7","Intranuclear accumulation"
"SD05212","RhoL","FBcl0280930","stage 6-7","Basal enrichment"
"SD05212","RhoL","FBcl0280930","stage 6-7","Exclusionary patterns"
"SD05212","RhoL","FBcl0280930","stage 6-7","Basal localization"
"SD05212","RhoL","FBcl0280930","stage 6-7","Zygotic"
"SD05212","RhoL","FBcl0280930","stage 6-7","Subset blastoderm nuclei"
"SD05212","RhoL","FBcl0280930","stage 6-7","Blastoderm nuclei"
"SD05212","RhoL","FBcl0280930","stage 6-7","Expressed"
"SD05212","RhoL","FBcl0280930","stage 8-9","Weak expression (>41ms exp)"
"SD05212","RhoL","FBcl0280930","stage 8-9","Perinuclear around blastoderm nuclei"
"SD05212","RhoL","FBcl0280930","stage 8-9","Perinuclear localization"
"SD05212","RhoL","FBcl0280930","stage 8-9","Nuclei-associated localization"
"SD05212","RhoL","FBcl0280930","stage 8-9","Subcellular localization patterns"
"SD05212","RhoL","FBcl0280930","stage 8-9","Anterior localization"
"SD05212","RhoL","FBcl0280930","stage 8-9","Cytoplasmic foci"
"SD05212","RhoL","FBcl0280930","stage 8-9","Localized"
"SD05212","RhoL","FBcl0280930","stage 8-9","Stage 8-9"
"SD05212","RhoL","FBcl0280930","stage 8-9","Expressed"
"SD05212","RhoL","FBcl0280930","stage 8-9","Embryonic localization patterns"
"SD05212","RhoL","FBcl0280930","stage 10-17","Small Foci"
"SD05212","RhoL","FBcl0280930","stage 10-17","Foci"
"SD05212","RhoL","FBcl0280930","stage 10-17","Segmented pattern"
"SD05212","RhoL","FBcl0280930","stage 10-17","Tracheal system"
"SD05212","RhoL","FBcl0280930","stage 10-17","Ectoderm"
"SD05212","RhoL","FBcl0280930","stage 10-17","Head"
"SD05212","RhoL","FBcl0280930","stage 10-17","Hemocytes"
"SD05212","RhoL","FBcl0280930","stage 10-17","Tracheal lumen"
"SD05212","RhoL","FBcl0280930","stage 10-17","Small Foci in amnioserosa"
"SD05212","RhoL","FBcl0280930","stage 10-17","Expressed"
"SD05212","RhoL","FBcl0280930","stage 10-17","Localized"
"SD05212","RhoL","FBcl0280930","stage 10-17","Subcellular localization patterns"
"SD05212","RhoL","FBcl0280930","stage 10-17","Amnioserosa"
"SD05212","RhoL","FBcl0280930","stage 10-17","Zygotic"
"SD05212","RhoL","FBcl0280930","stage 10-17","Blastoderm nuclei"
"SD05212","RhoL","FBcl0280930","stage 10-17","Stage 10-17"
"SD05212","RhoL","FBcl0280930","stage 10-17","Small Foci in ectoderm"
"SD05212","RhoL","FBcl0280930","stage 10-17","Small Foci in head"
"SD05212","RhoL","FBcl0280930","stage 10-17","Small Foci in hemocytes"
"SD04586","CG9531","FBcl0282104","","Annotated by Ronit"
"SD04586","CG9531","FBcl0282104","stage 1-3","Weak expression (>41ms exp)"
"SD04586","CG9531","FBcl0282104","stage 1-3","Expressed"
"SD04586","CG9531","FBcl0282104","stage 1-3","Maternal"
"SD04586","CG9531","FBcl0282104","stage 1-3","Stage 1-3"
"SD04586","CG9531","FBcl0282104","stage 1-3","Ubiquitous"
"SD04586","CG9531","FBcl0282104","stage 4-5","Yolk plasm localization"
"SD04586","CG9531","FBcl0282104","stage 4-5","Perinuclear subset of nuclei"
"SD04586","CG9531","FBcl0282104","stage 4-5","Expressed"
"SD04586","CG9531","FBcl0282104","stage 4-5","Stage 4-5"
"SD04586","CG9531","FBcl0282104","stage 4-5","Maternal"
"SD04586","CG9531","FBcl0282104","stage 4-5","Weak expression (>41ms exp)"
"SD04586","CG9531","FBcl0282104","stage 4-5","Subcellular localization patterns"
"SD04586","CG9531","FBcl0282104","stage 4-5","Embryonic localization patterns"
"SD04586","CG9531","FBcl0282104","stage 4-5","Localized"
"SD04586","CG9531","FBcl0282104","stage 4-5","Yolk plasm enrichment"
"SD04586","CG9531","FBcl0282104","stage 4-5","Perinuclear localization"
"SD04586","CG9531","FBcl0282104","stage 4-5","Nuclei-associated localization"
"SD04586","CG9531","FBcl0282104","stage 4-5","Exclusionary patterns"
"SD04586","CG9531","FBcl0282104","stage 4-5","Pole cell exclusion"
"SD04586","CG9531","FBcl0282104","stage 4-5","Perinuclear around yolk nuclei"
"SD04586","CG9531","FBcl0282104","stage 6-7","Cytoplasmic foci"
"SD04586","CG9531","FBcl0282104","stage 6-7","Stage 6-7"
"SD04586","CG9531","FBcl0282104","stage 6-7","Subcellular localization patterns"
"SD04586","CG9531","FBcl0282104","stage 6-7","Expressed"
"SD04586","CG9531","FBcl0282104","stage 6-7","Localized"
"SD04586","CG9531","FBcl0282104","stage 6-7","Perinuclear localization"
"SD04586","CG9531","FBcl0282104","stage 6-7","Nuclei-associated localization"
"SD04586","CG9531","FBcl0282104","stage 6-7","Perinuclear around yolk nuclei"
"SD04586","CG9531","FBcl0282104","stage 6-7","Perinuclear subset of nuclei"
"SD04586","CG9531","FBcl0282104","stage 8-9","Expressed"
"SD04586","CG9531","FBcl0282104","stage 8-9","Stage 8-9"
"SD04586","CG9531","FBcl0282104","stage 8-9","Cytoplasmic foci"
"SD04586","CG9531","FBcl0282104","stage 8-9","Localized"
"SD04586","CG9531","FBcl0282104","stage 8-9","Subcellular localization patterns"
"SD04586","CG9531","FBcl0282104","stage 10-17","Tracheal system"
"SD04586","CG9531","FBcl0282104","stage 10-17","Posterior spiracles"
"SD04586","CG9531","FBcl0282104","stage 10-17","Yolk nuclei"
"SD04586","CG9531","FBcl0282104","stage 10-17","Tracheal lumen"
"SD04586","CG9531","FBcl0282104","stage 10-17","Ectoderm"
"SD04586","CG9531","FBcl0282104","stage 10-17","Stage 10-17"
"SD04586","CG9531","FBcl0282104","stage 10-17","Expressed"
"SD04586","CG9531","FBcl0282104","stage 10-17","Localized"
"SD04586","CG9531","FBcl0282104","stage 10-17","Zygotic"
"SD07475","Karl","FBcl0276883","","Annotated by Ronit"
"SD07475","Karl","FBcl0276883","stage 1-3","Non-Expressed"
"SD07475","Karl","FBcl0276883","stage 1-3","Stage 1-3"
"SD07475","Karl","FBcl0276883","stage 4-5","Non-Expressed"
"SD07475","Karl","FBcl0276883","stage 4-5","Stage 4-5"
"SD07475","Karl","FBcl0276883","stage 6-7","Stage 6-7"
"SD07475","Karl","FBcl0276883","stage 6-7","Non-Expressed"
"SD07475","Karl","FBcl0276883","stage 8-9","Stage 8-9"
"SD07475","Karl","FBcl0276883","stage 8-9","Non-Expressed"
"SD07475","Karl","FBcl0276883","stage 10-17","Stage 10-17"
"SD07475","Karl","FBcl0276883","stage 10-17","Non-Expressed"
"SD07339","Cog8","FBcl0275371","stage 1-3","Non-Expressed"
"SD07339","Cog8","FBcl0275371","stage 1-3","Stage 1-3"
"SD07339","Cog8","FBcl0275371","stage 4-5","Non-Expressed"
"SD07339","Cog8","FBcl0275371","stage 4-5","Stage 4-5"
"SD07339","Cog8","FBcl0275371","stage 6-7","Stage 6-7"
"SD07339","Cog8","FBcl0275371","stage 6-7","Non-Expressed"
"SD07339","Cog8","FBcl0275371","stage 8-9","Non-Expressed"
"SD07339","Cog8","FBcl0275371","stage 8-9","Stage 8-9"
"SD07339","Cog8","FBcl0275371","stage 10-17","Non-Expressed"
"SD07339","Cog8","FBcl0275371","stage 10-17","Stage 10-17"
"AT16185","CG30044","FBcl0017843","","Annotated by Hideki"
"AT16185","CG30044","FBcl0017843","stage 1-3","Strong expression (1-20ms exp)"
"AT16185","CG30044","FBcl0017843","stage 1-3","Stage 1-3"
"AT16185","CG30044","FBcl0017843","stage 1-3","Maternal"
"AT16185","CG30044","FBcl0017843","stage 1-3","Expressed"
"AT16185","CG30044","FBcl0017843","stage 1-3","Ubiquitous"
"AT16185","CG30044","FBcl0017843","stage 4-5","Subcellular localization patterns"
"AT16185","CG30044","FBcl0017843","stage 4-5","Maternal"
"AT16185","CG30044","FBcl0017843","stage 4-5","Pole cell exclusion"
"AT16185","CG30044","FBcl0017843","stage 4-5","Exclusionary patterns"
"AT16185","CG30044","FBcl0017843","stage 4-5","Degraded"
"AT16185","CG30044","FBcl0017843","stage 4-5","Stage 4-5"
"AT16185","CG30044","FBcl0017843","stage 4-5","Expressed"
"AT16185","CG30044","FBcl0017843","stage 4-5","Yolk cortex enrichment"
"AT16185","CG30044","FBcl0017843","stage 4-5","Yolk cortex localization"
"AT16185","CG30044","FBcl0017843","stage 4-5","Degradation maternal transcripts"
"AT16185","CG30044","FBcl0017843","stage 4-5","Degraded partially stage 4"
"AT16185","CG30044","FBcl0017843","stage 4-5","Degraded partially stage 5"
"AT16185","CG30044","FBcl0017843","stage 4-5","Embryonic localization patterns"
"AT16185","CG30044","FBcl0017843","stage 4-5","Medium expression (21-40ms exp)"
"AT16185","CG30044","FBcl0017843","stage 4-5","Localized"
"AT16185","CG30044","FBcl0017843","stage 4-5","Apical exclusion"
"AT16185","CG30044","FBcl0017843","stage 6-7","Weak expression (>41ms exp)"
"AT16185","CG30044","FBcl0017843","stage 6-7","Stage 6-7"
"AT16185","CG30044","FBcl0017843","stage 6-7","Localized"
"AT16185","CG30044","FBcl0017843","stage 6-7","Expressed"
"AT16185","CG30044","FBcl0017843","stage 6-7","Embryonic localization patterns"
"AT16185","CG30044","FBcl0017843","stage 6-7","Maternal"
"AT16185","CG30044","FBcl0017843","stage 6-7","Pole cell exclusion"
"AT16185","CG30044","FBcl0017843","stage 6-7","Exclusionary patterns"
"AT16185","CG30044","FBcl0017843","stage 6-7","Exclusionary patterns"
"AT16185","CG30044","FBcl0017843","stage 6-7","Subcellular localization patterns"
"AT16185","CG30044","FBcl0017843","stage 8-9","Ubiquitous"
"AT16185","CG30044","FBcl0017843","stage 8-9","Maternal"
"AT16185","CG30044","FBcl0017843","stage 8-9","Weak expression (>41ms exp)"
"AT16185","CG30044","FBcl0017843","stage 8-9","Stage 8-9"
"AT16185","CG30044","FBcl0017843","stage 8-9","Expressed"
"RE29708","Mct1","FBcl0224487","","Annotated by Ronit"
"RE29708","Mct1","FBcl0224487","stage 1-3","Stage 1-3"
"RE29708","Mct1","FBcl0224487","stage 1-3","Weak expression (>41ms exp)"
"RE29708","Mct1","FBcl0224487","stage 1-3","Expressed"
"RE29708","Mct1","FBcl0224487","stage 1-3","Ubiquitous"
"RE29708","Mct1","FBcl0224487","stage 1-3","Maternal"
"RE29708","Mct1","FBcl0224487","stage 4-5","Localized"
"RE29708","Mct1","FBcl0224487","stage 4-5","Stage 4-5"
"RE29708","Mct1","FBcl0224487","stage 4-5","Yolk plasm enrichment"
"RE29708","Mct1","FBcl0224487","stage 4-5","Expressed"
